name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
tunisia,2017-01-19,14,6,9.3,14,3.5,8.3,4.6,73.2,0,0,0,,0,0,30.5,20.3,186.3,1019.5,34.8,9.4,131.1,11.1,5,,2017-01-19T07:29:37,2017-01-19T17:30:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-20,16,4,11,16,4,10.9,7.6,80.7,0.356,100,16.67,rain,0,0,62.3,29.4,92,1018.7,43.7,9.5,94.8,8.1,4,,2017-01-20T07:29:10,2017-01-20T17:31:49,0.76,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-21,16,10.9,14.3,16,10.9,14.3,6.2,59.7,1.376,100,12.5,rain,0,0,67.5,35.2,127.1,1011.1,46.1,8.8,138.2,11.9,6,,2017-01-21T07:28:41,2017-01-21T17:32:53,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-22,14,5.1,9.9,14,3.6,9.3,3.8,67.2,0,0,0,,0,0,46.4,14.8,133,1013,37.1,10,125.1,10.9,5,,2017-01-22T07:28:10,2017-01-22T17:33:57,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-23,14,3,9.2,14,1.3,8.8,3.7,70.4,0.003,100,4.17,rain,0,0,31.7,11,199.1,1011.2,39.5,9.9,129.3,11.1,5,,2017-01-23T07:27:37,2017-01-23T17:35:01,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-24,15.1,5,9.5,15.1,3.5,8.8,5.6,77.5,3.241,100,20.83,rain,0,0,27.7,14.7,247.8,1012,42.2,9.4,116.7,10,5,,2017-01-24T07:27:03,2017-01-24T17:36:05,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-25,16,8,10.7,16,6.4,10.2,7.9,83.1,0.536,100,16.67,rain,0,0,40.7,19.4,261.5,1017.8,50.8,9.5,89.6,7.6,4,,2017-01-25T07:26:26,2017-01-25T17:37:10,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-26,17,6.7,11.2,17,4.5,10.4,5.9,70.9,0.065,100,8.33,rain,0,0,35.3,14.5,165,1023.2,32.5,10,145.6,12.6,6,,2017-01-26T07:25:48,2017-01-26T17:38:15,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-27,16.1,5.8,11,16.1,4.5,10.6,5.1,70,0.196,100,4.17,rain,0,0,49.7,24.9,151.1,1022.6,36.1,10,136.7,11.8,6,,2017-01-27T07:25:08,2017-01-27T17:39:20,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-28,13.1,8,11.1,13.1,8,11,4.8,66.1,0.031,100,8.33,rain,0,0,48.1,33.1,180.4,1017.9,45.8,8.9,81.6,7,3,,2017-01-28T07:24:27,2017-01-28T17:40:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-29,15,7,11.3,15,6.4,11,7.7,79,0.043,100,20.83,rain,0,0,23.5,15.2,285.8,1020.8,52.8,9.9,113.1,9.7,5,,2017-01-29T07:23:43,2017-01-29T17:41:30,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-30,17,6.5,11.3,17,6.2,11.1,8.3,83.2,0.2,100,8.33,rain,0,0,24.8,11.2,291.8,1024.8,60.7,9.3,114.1,9.7,5,,2017-01-30T07:22:58,2017-01-30T17:42:35,0.09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-01-31,19,5,12,19,4,11.7,6.9,74.3,0.007,100,4.17,rain,0,0,38.9,14.7,152.7,1022.8,33.2,10,151.7,13.2,6,,2017-01-31T07:22:12,2017-01-31T17:43:41,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-01,18,7,12.5,18,5.2,12.2,6,66,0.005,100,4.17,rain,0,0,40.1,14.8,161.6,1021.3,29.8,10,140.9,12.2,6,,2017-02-01T07:21:23,2017-02-01T17:44:46,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-02,21,8.1,13.8,21,7.2,13.7,6.6,64.3,0,0,0,,0,0,31.7,14.6,169.5,1021,31.9,10,151,13,6,,2017-02-02T07:20:33,2017-02-02T17:45:51,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-03,20,7,13,20,7,12.7,7.7,72.9,0,0,0,,0,0,18.4,11.1,181.8,1021.5,36.8,8.8,153.7,13.3,6,,2017-02-03T07:19:42,2017-02-03T17:46:56,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-04,19,9,13.5,19,8.1,13.3,8.3,72.4,0.005,100,4.17,rain,0,0,21.2,20.4,199.4,1021.4,46.8,10,115.4,10,5,,2017-02-04T07:18:49,2017-02-04T17:48:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-05,21,10.5,14.5,21,10.5,14.5,7.7,65.3,0.012,100,8.33,rain,0,0,86.8,36.9,216.8,1015.7,37.6,9.6,153.4,13.3,6,,2017-02-05T07:17:54,2017-02-05T17:49:06,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-06,12,8.9,10.3,12,4.7,8.9,5.9,74.3,4.239,100,29.17,rain,0,0,75.7,42.8,244.8,1010.5,61.9,7.8,112.8,10,5,,2017-02-06T07:16:58,2017-02-06T17:50:10,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-07,15,11.6,13.2,15,11.6,13.2,7.4,68.4,3.953,100,8.33,rain,0,0,68.4,38.8,282.4,1013.7,59.2,10,85.8,7.5,4,,2017-02-07T07:16:01,2017-02-07T17:51:15,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-08,17,9,12.7,17,6.7,12.5,9,79.1,9.126,100,20.83,rain,0,0,61.2,27.7,216.9,1013.6,53.2,9,116.5,10.1,6,,2017-02-08T07:15:02,2017-02-08T17:52:19,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-09,12,7.9,9.4,12,5,7.9,6.8,84.3,4.374,100,20.83,rain,0,0,61.2,27.5,221.7,1008.2,57.1,8.3,93.1,8,4,,2017-02-09T07:14:02,2017-02-09T17:53:23,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-10,15,9,11.7,15,7.5,11.3,8.9,83.3,8.19,100,8.33,rain,0,0,35.7,20.4,287.8,1014.7,53.1,9.1,120.1,10.3,5,,2017-02-10T07:13:00,2017-02-10T17:54:27,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-11,18,5.1,11.7,18,5.1,11.6,8.3,80.9,1.15,100,16.67,rain,0,0,40.7,18.4,120.2,1018.4,30.9,9.2,153.3,13.4,6,,2017-02-11T07:11:57,2017-02-11T17:55:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-12,18,11.9,14.3,18,11.9,14.3,8.8,70.4,0,0,0,,0,0,52.9,28.9,140.1,1019.5,34.8,10,162.3,13.9,6,,2017-02-12T07:10:53,2017-02-12T17:56:34,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-13,18,13.1,15.3,18,13.1,15.3,11,75.8,0.005,100,4.17,rain,0,0,48.6,29.4,123.4,1020,27.8,9.8,171,14.9,6,,2017-02-13T07:09:47,2017-02-13T17:57:37,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-14,18,13,15.1,18,13,15.1,11.4,79.1,0.005,100,4.17,rain,0,0,44.8,25.8,114.3,1024.1,33.8,10,95.5,8.2,4,,2017-02-14T07:08:41,2017-02-14T17:58:39,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-15,18,10,13.8,18,9.6,13.7,9.6,77.6,0.005,100,4.17,rain,0,0,37.8,18.3,103.5,1031.7,36.8,9.6,137.8,11.9,5,,2017-02-15T07:07:33,2017-02-15T17:59:42,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-16,16.1,7,11.6,16.1,7,11.6,8,80.3,0.191,100,4.17,rain,0,0,31.7,12.1,109.4,1031.9,40.7,8.4,135.2,11.6,5,,2017-02-16T07:06:24,2017-02-16T18:00:44,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-17,17,7,12.3,17,7,12.2,7.9,75.8,0,0,0,,0,0,28.1,14.7,123.3,1026.9,36.8,9,173.7,15.1,6,,2017-02-17T07:05:14,2017-02-17T18:01:46,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-18,16,7,11.7,16,7,11.5,8.8,83.3,0.005,100,4.17,rain,0,0,28.1,17.4,316.8,1021.6,41.3,8.3,99.7,8.6,4,,2017-02-18T07:04:02,2017-02-18T18:02:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-19,16.1,9,12.3,16.1,8.4,12,7.9,75.1,0.007,100,8.33,rain,0,0,34.3,20.4,325.7,1022.3,36.1,10,135.8,11.6,5,,2017-02-19T07:02:50,2017-02-19T18:03:48,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-20,16,5.7,10.9,16,5.2,10.5,7,78,0.196,100,8.33,rain,0,0,20.9,12.8,199.4,1023.8,26,9.6,187.1,16.2,7,,2017-02-20T07:01:37,2017-02-20T18:04:49,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-21,17,6,11.3,17,4.5,10.7,7.1,76.8,0.005,100,4.17,rain,0,0,22.3,11.1,175,1023.7,33.7,9.6,174.6,15.2,7,,2017-02-21T07:00:22,2017-02-21T18:05:50,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-22,19,5.1,11.3,19,4.1,11.2,7.5,78.8,0.196,100,8.33,rain,0,0,22.7,9.4,282.2,1022.4,29.4,8.7,193.7,16.8,7,,2017-02-22T06:59:07,2017-02-22T18:06:50,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-23,20,9,13.6,20,8.5,13.5,10.2,81.9,0.002,100,4.17,rain,0,0,27.7,12.2,141.9,1019.3,30.7,7.8,193.1,16.7,7,,2017-02-23T06:57:51,2017-02-23T18:07:50,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-24,22.7,11,16.1,22.7,11,16.1,11.7,77,0,0,0,,0,0,53.6,25.9,199.8,1011.3,35,6.5,139.8,12.1,6,,2017-02-24T06:56:34,2017-02-24T18:08:49,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-25,18,11,14.2,18,11,14.2,8.8,70.9,0.764,100,8.33,rain,0,0,49.3,31.6,269.2,1014.1,54.8,8.8,177.3,15.4,7,,2017-02-25T06:55:16,2017-02-25T18:09:48,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-26,18,8.4,12.7,18,7.9,12.5,9,79,0.656,100,8.33,rain,0,0,41,22.3,288.7,1017.5,50.9,9.3,153.8,13.3,5,,2017-02-26T06:53:57,2017-02-26T18:10:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-27,18,10,13.7,18,10,13.7,10.3,80.8,0,0,0,,0,0,34.9,20.3,314.7,1018.7,40.3,9.9,165.4,14.1,6,,2017-02-27T06:52:38,2017-02-27T18:11:46,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-02-28,21.9,7,13.5,21.9,7,13.3,9.4,79.4,0.196,100,4.17,rain,0,0,23,20,203.1,1016.2,29.4,9.6,198.9,17.2,7,,2017-02-28T06:51:18,2017-02-28T18:12:44,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-01,20,10.8,14.7,20,10.8,14.7,9.5,72.2,0,0,0,,0,0,40.7,29.4,268.5,1019,33,9.9,155.9,13.4,5,,2017-03-01T06:49:57,2017-03-01T18:13:42,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"60714099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-02,22,8,14.4,22,7.4,14.3,10.2,77.2,0,0,0,,0,0,24.1,14.6,173.4,1020.4,17.6,9.2,205.9,17.8,7,,2017-03-02T06:48:35,2017-03-02T18:14:39,0.14,Clear,Clear conditions throughout the day.,clear-day,"60714099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-03,21.9,9.1,15.4,21.9,9.1,15.4,11.4,79.1,0,0,0,,0,0,48.2,20.5,113.2,1015.6,28.6,7.9,190.5,16.3,7,,2017-03-03T06:47:13,2017-03-03T18:15:36,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-04,19.8,11.9,16.2,19.8,11.9,16.2,9.3,64.5,0,0,0,,0,0,49.5,23.9,88.7,1013.6,30.4,9.9,189.2,16.3,7,,2017-03-04T06:45:50,2017-03-04T18:16:33,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-05,20,12,15.6,20,12,15.6,10.2,71.6,0,0,0,,0,0,42.3,22.2,277.8,1016.6,35.9,10,174.1,15,7,,2017-03-05T06:44:26,2017-03-05T18:17:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-06,20,11.7,15.6,20,11.7,15.6,9.1,66.4,0,0,0,,0,0,57.6,25.5,257.2,1019.5,35,10,177.6,15.4,7,,2017-03-06T06:43:02,2017-03-06T18:18:26,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-07,17,12.1,15.4,17,12.1,15.4,7.8,61.4,0.003,100,4.17,rain,0,0,95.9,60.8,288.8,1013.6,36.9,9.6,206.5,17.7,8,,2017-03-07T06:41:37,2017-03-07T18:19:22,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-08,18,11.9,14,18,11.9,14,6.6,62.7,1.286,100,12.5,rain,0,0,76,40.6,296.2,1017.1,43.1,9.6,213.5,18.5,8,,2017-03-08T06:40:12,2017-03-08T18:20:18,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-09,18.1,11,14.8,18.1,11,14.8,9.8,72.3,0,0,0,,0,0,61.1,36.9,291.3,1020,58.9,10,185.8,15.9,6,,2017-03-09T06:38:47,2017-03-09T18:21:14,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-10,21.7,13.8,16.3,21.7,13.8,16.3,10.4,69.3,0,0,0,,0,0,64.6,38.8,282.7,1015.4,46.4,10,225.8,19.6,8,,2017-03-10T06:37:21,2017-03-10T18:22:09,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-11,19,10.9,14.9,19,10.9,14.9,6.9,62.9,0.005,100,4.17,rain,0,0,50,31.5,310.3,1017,29,10,235.5,20.3,8,,2017-03-11T06:35:54,2017-03-11T18:23:04,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-12,21.1,5.8,14.2,21.1,5.8,14,4.8,57.5,0,0,0,,0,0,33.5,14.7,131.4,1015.3,25.5,9.9,236.7,20.5,8,,2017-03-12T06:34:27,2017-03-12T18:23:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-13,20,10,15.5,20,10,15.5,11.3,77.2,0.005,100,4.17,rain,0,0,32.1,17.5,25.9,1014.5,35.9,10,206.8,17.6,7,,2017-03-13T06:33:00,2017-03-13T18:24:53,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-14,19,11,14.9,19,11,14.9,11.4,80,0,0,0,,0,0,30.6,14.9,46.5,1023.7,49.7,10,182.6,15.6,6,,2017-03-14T06:31:33,2017-03-14T18:25:48,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-15,17,12,14,17,12,14,9.6,75.2,0.01,100,8.33,rain,0,0,38.5,22.2,27.5,1023.1,52.2,10,183.8,15.8,7,,2017-03-15T06:30:05,2017-03-15T18:26:42,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-16,17.1,11.7,14,17.1,11.7,14,6.9,62.5,0.01,100,8.33,rain,0,0,40.3,22.3,11.7,1021.1,46,10,195.5,16.8,7,,2017-03-16T06:28:37,2017-03-16T18:27:36,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-17,19,10,13.7,19,10,13.7,7.7,68.6,0,0,0,,0,0,27.4,16.4,317.2,1023,33.5,10,239,20.7,8,,2017-03-17T06:27:09,2017-03-17T18:28:29,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-18,22.9,9.8,14.6,22.9,8.1,14.4,6.9,62.8,0.006,100,8.33,rain,0,0,27.8,14.8,249.6,1020.9,25.1,10,250.8,21.7,8,,2017-03-18T06:25:41,2017-03-18T18:29:23,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-19,23.9,10.8,15.7,23.9,10.8,15.7,4.9,51.1,0.005,100,4.17,rain,0,0,29.6,16.6,209.9,1018.1,20.9,10,257.5,22.3,9,,2017-03-19T06:24:12,2017-03-19T18:30:16,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-20,22,5.8,14.5,22,5.8,14.4,9.1,72,0.001,100,4.17,rain,0,0,33.5,16.5,15.8,1013.4,27.3,8.6,240.6,20.9,8,,2017-03-20T06:22:44,2017-03-20T18:31:10,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-21,19,11.7,15.6,19,11.7,15.6,11,74.8,0.01,100,4.17,rain,0,0,44.6,33.3,307.3,1011.2,45.3,8.7,219.3,18.8,7,,2017-03-21T06:21:15,2017-03-21T18:32:03,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-22,19,11.8,15.4,19,11.8,15.4,11.4,77.9,0,0,0,,0,0,30.6,16.5,255.7,1015.8,57.6,10,160.6,13.9,5,,2017-03-22T06:19:46,2017-03-22T18:32:56,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-23,24,9.8,17,24,9.8,17,11.4,72.6,0.198,100,8.33,rain,0,0,46.4,26.8,133.3,1015.8,32.1,9.2,252.5,21.8,8,,2017-03-23T06:18:17,2017-03-23T18:33:49,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-24,21,14,17.1,21,14,17.1,11.4,69.5,0,0,0,,0,0,57.3,29.5,131.4,1016.4,33,10,235,20.2,8,,2017-03-24T06:16:48,2017-03-24T18:34:41,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-25,17,11.3,14.9,17,11.3,14.9,11.6,80.7,0.001,100,4.17,rain,0,0,61.2,24.1,322,1019.4,41.6,10,98.8,8.5,4,,2017-03-25T06:15:20,2017-03-25T18:35:34,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-26,20,9,14,20,9,14,9.4,75.4,0.005,100,4.17,rain,0,0,29.5,16.4,21.1,1020,33.7,9.6,255.2,22.1,9,,2017-03-26T06:13:51,2017-03-26T18:36:27,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-27,20,7,13.6,20,7,13.6,9.4,77.7,0.001,100,4.17,rain,0,0,35.1,18.4,19.1,1019.4,27.9,10,261.8,22.7,9,,2017-03-27T06:12:22,2017-03-27T18:37:19,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-28,16,11,13.4,16,11,13.4,8.8,74.7,0.831,100,16.67,rain,0,0,25.9,12.8,305.1,1022.3,61.9,9.9,108.5,9.4,4,,2017-03-28T06:10:54,2017-03-28T18:38:12,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-29,18,8,13.2,18,7.4,13.1,8.7,75.4,4.989,100,16.67,rain,0,0,36.4,18.4,306.9,1024.1,50.7,9.5,227.3,19.7,8,,2017-03-29T06:09:25,2017-03-29T18:39:04,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
tunisia,2017-03-30,21,9,14.8,21,8.5,14.8,9.4,72.4,0.005,100,4.17,rain,0,0,42.2,25.7,313.1,1025.6,26.5,9.8,270.6,23.4,9,,2017-03-30T06:07:57,2017-03-30T18:39:57,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60728099999,60715099999,DTTA,DTTB"
tunisia,2017-03-31,24,8.9,16.4,24,8.4,16.4,8.9,65.5,0.001,100,4.17,rain,0,0,35.6,18.3,122.8,1023.5,18.9,10,277.3,24,9,,2017-03-31T06:06:29,2017-03-31T18:40:49,0.12,Rain,Clear conditions throughout the day with early morning rain.,rain,"60714099999,60729099999,60720099999,DTTL,60728099999,60715099999,DTTA,DTTB"
tunisia,2017-04-01,27.9,12,17.3,26.7,12,17.2,9.3,65.4,0.889,100,12.5,rain,0,0,59.2,38.6,257.1,1015.4,39.5,9.6,241.5,20.8,9,,2017-04-01T06:05:01,2017-04-01T18:41:41,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60714099999,60729099999,60720099999,DTTL,60715099999,DTTA,DTTB"
